time,latitude (deg),longitude (deg),barometric pressure (hPa),air temperature (degC),tilt (deg),compass bearing (deg),filter_flag_gps ()
2025-08-13T05:00:15,83.713737,-14.219925,1015,0.5000,10.0,305.0,0
2025-08-13T07:00:14,83.710999,-14.209166,1015,0.6250,10.0,302.0,0
2025-08-13T09:00:15,83.705444,-14.195113,1016,1.1250,10.0,303.0,0
2025-08-13T11:00:14,83.697510,-14.190795,1015,2.4375,10.0,309.0,0
2025-08-13T13:00:15,83.689949,-14.196423,1015,2.3750,10.0,307.0,0
2025-08-13T15:00:15,83.683456,-14.199728,1014,2.1250,10.0,303.0,0
2025-08-13T17:00:14,83.676979,-14.204765,1014,1.6250,10.0,306.0,0
2025-08-13T19:00:15,83.670006,-14.210970,1013,1.8750,10.0,306.0,0
2025-08-13T21:00:14,83.660660,-14.211658,1013,1.1250,10.0,306.0,0
2025-08-13T23:00:15,83.648155,-14.202555,1013,0.9375,10.0,304.0,0
2025-08-14T01:00:15,83.634575,-14.191490,1012,0.8125,10.0,306.0,0
2025-08-14T03:00:14,83.621223,-14.185120,1012,0.5625,10.0,305.0,0
2025-08-14T05:00:15,83.607964,-14.167695,1012,0.5625,10.0,307.0,0
2025-08-14T07:00:15,83.592819,-14.134443,1012,0.5625,10.0,307.0,0
2025-08-14T09:00:14,83.574722,-14.096651,1012,0.6250,10.0,316.0,0
2025-08-14T11:00:15,83.554749,-14.060041,1012,0.8125,10.0,308.0,0
2025-08-14T13:00:15,83.534943,-14.029140,1012,0.8125,10.0,310.0,0
2025-08-14T15:00:14,83.516747,-13.999936,1011,0.9375,10.0,310.0,0
2025-08-14T17:00:15,83.498207,-13.967405,1011,0.8125,10.0,304.0,0
2025-08-14T19:00:14,83.478386,-13.933288,1011,0.5000,10.0,312.0,0
2025-08-14T21:00:15,83.459549,-13.917650,1010,0.3750,10.0,314.0,0
2025-08-14T23:00:15,83.440857,-13.904128,1009,0.3750,10.0,305.0,0
2025-08-15T01:00:14,83.423332,-13.883521,1008,0.1875,10.0,311.0,0
2025-08-15T03:00:15,83.407623,-13.863560,1007,0.1250,10.0,308.0,0
2025-08-15T05:00:15,83.393265,-13.837365,1006,0.1875,10.0,313.0,0
2025-08-15T07:00:14,83.380196,-13.802416,1005,0.2500,10.0,311.0,0
2025-08-15T09:00:15,83.366402,-13.760785,1005,0.5625,10.0,310.0,0
2025-08-15T11:00:15,83.351128,-13.714740,1005,0.8750,10.0,310.0,0
2025-08-15T13:00:14,83.335594,-13.671501,1004,0.6875,10.0,309.0,0
2025-08-15T15:00:15,83.320755,-13.627723,1004,1.0625,10.0,307.0,0
2025-08-15T17:00:15,83.306770,-13.579428,1004,0.7500,10.0,314.0,0
2025-08-15T19:00:14,83.292679,-13.522065,1004,0.8125,10.0,312.0,0
2025-08-15T21:00:15,83.276161,-13.463366,1004,0.3750,10.0,315.0,0
2025-08-15T23:00:15,83.257591,-13.401120,1004,-0.0625,10.0,318.0,0
2025-08-16T01:00:14,83.237671,-13.348461,1004,0.0000,10.0,311.0,0
2025-08-16T03:00:15,83.217659,-13.297165,1005,-0.0625,10.0,312.0,0
2025-08-16T05:00:15,83.199577,-13.248710,1004,0.0000,10.0,309.0,0
2025-08-16T07:00:14,83.183693,-13.209326,1005,0.0625,10.0,314.0,0
2025-08-16T09:00:15,83.169708,-13.172996,1006,0.1250,10.0,313.0,0
2025-08-16T11:00:15,83.156128,-13.124738,1007,0.3125,10.0,315.0,0
2025-08-16T13:00:14,83.140388,-13.064618,1008,0.5000,10.0,312.0,0
2025-08-16T22:52:52,83.052208,-12.925413,1012,3.2500,10.0,307.0,0
2025-08-17T00:00:18,83.043404,-12.900728,1013,0.8125,10.0,316.0,0
2025-08-17T02:00:19,83.027229,-12.849228,1014,0.1250,10.0,308.0,0
2025-08-17T04:00:19,83.008858,-12.816106,1014,0.0000,10.0,309.0,0
2025-08-17T06:00:19,82.990105,-12.805165,1015,0.1875,10.0,306.0,0
2025-08-17T08:00:15,82.973610,-12.811213,1016,0.1875,10.0,308.0,0
2025-08-17T11:19:36,82.949768,-12.814943,1018,1.8125,10.0,308.0,0
2025-08-17T13:00:15,82.936752,-12.803716,1019,1.5625,10.0,305.0,0
2025-08-17T15:00:14,82.918213,-12.796715,1019,1.1875,10.0,306.0,0
2025-08-17T17:00:15,82.897942,-12.822108,1020,1.1250,10.0,303.0,0
2025-08-17T19:00:14,82.879745,-12.862036,1021,0.6875,9.0,306.0,0
2025-08-17T21:00:15,82.864197,-12.905571,1021,0.1875,10.0,311.0,0
2025-08-17T23:00:15,82.851639,-12.938078,1021,0.3125,10.0,307.0,0
2025-08-18T01:00:14,82.839699,-12.934440,1021,0.3125,9.0,314.0,0
2025-08-18T03:00:15,82.826981,-12.898140,1020,0.3750,9.0,310.0,0
2025-08-18T05:00:15,82.811844,-12.854071,1020,0.1250,9.0,312.0,0
2025-08-18T07:00:14,82.795662,-12.830936,1020,0.1875,9.0,311.0,0
2025-08-18T09:00:15,82.781059,-12.825058,1020,1.1250,9.0,313.0,0
2025-08-18T11:00:15,82.772346,-12.824578,1019,2.3750,9.0,312.0,0
2025-08-18T13:00:14,82.764778,-12.820270,1019,4.0000,9.0,306.0,0
2025-08-18T15:00:15,82.755028,-12.822960,1018,5.8750,9.0,307.0,0
2025-08-18T17:00:15,82.744186,-12.820255,1017,6.1875,9.0,304.0,0
2025-08-18T19:00:14,82.733894,-12.818023,1017,6.0000,9.0,308.0,0
2025-08-18T21:00:15,82.725266,-12.827250,1017,3.7500,9.0,311.0,0
2025-08-18T23:00:14,82.717674,-12.848731,1018,0.8750,9.0,313.0,0
2025-08-19T01:00:15,82.709694,-12.861275,1018,-0.1250,9.0,313.0,0
2025-08-19T03:00:15,82.695213,-12.834341,1019,0.7500,9.0,310.0,0
2025-08-19T05:00:14,82.672691,-12.796133,1020,0.3750,9.0,315.0,0
2025-08-19T07:00:15,82.647713,-12.757500,1021,0.1250,9.0,316.0,0
2025-08-19T09:00:15,82.625450,-12.737323,1022,0.5000,9.0,321.0,0
2025-08-19T11:00:14,82.606079,-12.720890,1023,1.5000,9.0,316.0,0
2025-08-19T13:00:15,82.588478,-12.694048,1024,1.6875,9.0,317.0,0
2025-08-19T15:00:15,82.571518,-12.648568,1025,1.0000,9.0,311.0,0
2025-08-19T17:00:14,82.555183,-12.591048,1026,1.1250,9.0,315.0,0
2025-08-19T19:00:15,82.540039,-12.532705,1027,0.3125,9.0,316.0,0
2025-08-19T21:00:15,82.527061,-12.481325,1027,-0.7500,9.0,315.0,0
2025-08-19T23:00:14,82.518204,-12.434336,1027,-1.8125,9.0,319.0,0
2025-08-20T01:00:15,82.511292,-12.376696,1027,-2.5000,9.0,320.0,0
2025-08-20T03:00:15,82.503769,-12.308608,1027,-3.0000,9.0,317.0,0
2025-08-20T05:00:14,82.494713,-12.222513,1026,-2.7500,9.0,319.0,0
2025-08-20T07:00:15,82.483650,-12.133205,1026,-1.5000,9.0,317.0,0
2025-08-20T09:00:14,82.473305,-12.058445,1025,0.8750,9.0,314.0,0
2025-08-20T11:00:15,82.465027,-11.994060,1025,4.1875,9.0,310.0,0
2025-08-20T13:00:15,82.458328,-11.909331,1025,7.6250,9.0,310.0,0
2025-08-20T15:00:14,82.451401,-11.812141,1024,8.7500,9.0,308.0,0
2025-08-20T17:00:15,82.442261,-11.706663,1024,5.3750,9.0,313.0,0
2025-08-20T19:00:14,82.433319,-11.617343,1024,2.6875,9.0,314.0,0
2025-08-20T21:00:15,82.426521,-11.536861,1023,0.3750,9.0,315.0,0
2025-08-20T23:00:15,82.422691,-11.456700,1023,-0.9375,9.0,318.0,0
2025-08-21T01:00:14,82.423012,-11.369016,1022,-1.4375,9.0,316.0,0
2025-08-21T03:00:15,82.425125,-11.272085,1021,-1.5000,9.0,320.0,0
2025-08-21T05:00:15,82.425903,-11.150538,1020,-1.3125,9.0,318.0,0
2025-08-21T07:00:14,82.424667,-11.001966,1020,-0.6250,9.0,317.0,0
2025-08-21T09:00:15,82.423752,-10.845378,1019,0.4375,9.0,313.0,0
2025-08-21T11:00:15,82.421669,-10.660935,1018,2.2500,9.0,316.0,0
2025-08-21T13:00:14,82.418129,-10.480513,1018,3.8750,9.0,311.0,0
2025-08-21T15:00:15,82.412102,-10.302256,1017,4.3750,9.0,313.0,0
2025-08-21T17:00:15,82.406158,-10.155823,1016,3.5000,9.0,315.0,0
2025-08-21T19:00:14,82.401276,-10.019803,1015,1.7500,9.0,317.0,0
2025-08-21T21:00:15,82.397697,-9.873336,1015,0.3125,9.0,317.0,0
2025-08-21T23:00:15,82.394257,-9.722263,1014,-0.6250,9.0,319.0,0
2025-08-22T01:00:14,82.391266,-9.570346,1014,-1.1875,9.0,315.0,0
2025-08-22T03:00:15,82.384911,-9.444200,1013,-0.8750,9.0,318.0,0
2025-08-22T05:00:15,82.379089,-9.337486,1013,-0.3750,9.0,319.0,0
2025-08-22T07:00:14,82.374550,-9.236241,1014,0.2500,9.0,317.0,0
2025-08-22T09:00:15,82.369453,-9.126073,1014,0.1875,9.0,312.0,0
2025-08-22T11:00:15,82.362679,-9.002761,1015,3.2500,9.0,314.0,0
2025-08-22T13:00:14,82.352905,-8.910670,1015,2.6250,9.0,315.0,0
2025-08-22T15:00:15,82.342659,-8.833615,1015,2.0625,9.0,317.0,0
2025-08-22T17:00:15,82.333122,-8.757568,1015,2.5000,9.0,320.0,0
2025-08-22T19:00:14,82.321571,-8.679258,1015,0.8750,9.0,315.0,0
2025-08-22T21:00:15,82.310165,-8.594475,1015,0.4375,9.0,319.0,0
2025-08-22T23:00:15,82.301414,-8.502661,1016,0.1875,9.0,317.0,0
2025-08-23T01:00:14,82.294785,-8.417543,1015,-0.5625,9.0,320.0,0
2025-08-23T03:00:15,82.289207,-8.338925,1015,-0.5000,9.0,315.0,0
2025-08-23T05:00:15,82.283127,-8.269605,1014,-0.2500,9.0,319.0,0
2025-08-23T07:00:15,82.275719,-8.206220,1014,0.0000,9.0,317.0,0
2025-08-23T09:00:14,82.267647,-8.157613,1015,0.6250,9.0,316.0,0
2025-08-23T11:00:15,82.262039,-8.118495,1014,1.0000,9.0,317.0,0
2025-08-23T13:00:15,82.258621,-8.082288,1014,0.9375,9.0,318.0,0
2025-08-23T15:00:14,82.256851,-8.047265,1014,0.6875,9.0,319.0,0
2025-08-23T17:00:15,82.255592,-8.012458,1014,0.3125,9.0,316.0,0
2025-08-23T19:00:15,82.251740,-7.961395,1014,0.1875,9.0,316.0,0
2025-08-23T21:00:14,82.245842,-7.908491,1014,0.0000,9.0,311.0,0
2025-08-23T23:00:15,82.240517,-7.878813,1014,-0.1250,9.0,313.0,0
2025-08-24T01:00:15,82.238922,-7.850103,1013,-0.1875,9.0,316.0,0
2025-08-24T03:00:14,82.239517,-7.817485,1013,-0.1875,9.0,311.0,0
2025-08-24T05:00:15,82.239983,-7.769908,1013,-0.1875,9.0,321.0,0
2025-08-24T07:00:15,82.238457,-7.722228,1012,-0.2500,9.0,311.0,0
2025-08-24T09:00:14,82.236061,-7.676395,1012,-0.0625,9.0,317.0,0
2025-08-24T11:00:15,82.234467,-7.626988,1012,0.6250,9.0,311.0,0
2025-08-24T13:00:15,82.233727,-7.577170,1011,0.8125,9.0,312.0,0
2025-08-24T15:00:14,82.233727,-7.530121,1011,1.0000,9.0,311.0,0
2025-08-24T17:00:15,82.232727,-7.485585,1011,1.3125,9.0,310.0,0
2025-08-24T19:00:15,82.230675,-7.445695,1011,1.0625,9.0,311.0,0
2025-08-24T21:00:14,82.229088,-7.405381,1010,0.3750,9.0,316.0,0
2025-08-24T23:00:15,82.228806,-7.364850,1010,-0.1250,9.0,309.0,0
2025-08-25T01:00:15,82.231979,-7.333361,1010,-0.1875,9.0,307.0,0
2025-08-25T03:00:14,82.238693,-7.307528,1009,-1.0625,9.0,307.0,0
2025-08-25T05:00:15,82.248634,-7.268325,1009,-1.3125,9.0,307.0,0
2025-08-25T07:00:15,82.260948,-7.206051,1008,-1.0000,9.0,311.0,0
2025-08-25T09:00:15,82.272850,-7.113830,1009,-0.6250,9.0,313.0,0
2025-08-25T11:00:14,82.282433,-7.005895,1008,0.0625,9.0,305.0,0
2025-08-25T13:00:15,82.293839,-6.921626,1008,-0.3750,9.0,310.0,0
2025-08-25T15:00:15,82.308418,-6.853693,1008,-0.1250,9.0,311.0,0
2025-08-25T17:00:14,82.325546,-6.789641,1007,0.1250,9.0,308.0,0
2025-08-25T19:00:15,82.345207,-6.725320,1006,-0.0625,9.0,305.0,0
2025-08-25T21:00:15,82.364731,-6.614885,1006,-0.3750,9.0,306.0,0
2025-08-25T23:00:14,82.378273,-6.480528,1005,-0.6875,9.0,304.0,0
2025-08-26T01:00:15,82.388412,-6.361838,1005,-1.0000,9.0,307.0,0
2025-08-26T03:00:15,82.399185,-6.273676,1004,-1.0625,9.0,307.0,0
2025-08-26T05:00:14,82.413422,-6.195408,1004,-0.8750,9.0,308.0,0
2025-08-26T07:00:15,82.427986,-6.113106,1004,-0.6875,9.0,309.0,0
2025-08-26T09:00:15,82.440102,-6.004590,1003,-0.3750,9.0,309.0,0
2025-08-26T11:00:14,82.450966,-5.856648,1004,-0.1250,9.0,305.0,0
2025-08-26T13:00:15,82.458733,-5.701058,1003,0.5625,9.0,299.0,0
2025-08-26T15:00:15,82.460495,-5.577133,1003,0.6250,9.0,301.0,0
2025-08-26T17:00:14,82.461746,-5.494718,1003,0.1875,9.0,300.0,0
2025-08-26T19:00:15,82.465218,-5.434796,1004,0.0625,9.0,299.0,0
2025-08-26T21:00:15,82.468857,-5.350018,1004,0.0000,9.0,296.0,0
2025-08-26T23:00:14,82.468910,-5.224430,1004,-0.3125,9.0,299.0,0
2025-08-27T01:00:15,82.462013,-5.094488,1004,0.2500,9.0,299.0,0
2025-08-27T03:00:15,82.450363,-4.994743,1004,-0.2500,9.0,300.0,0
2025-08-27T05:00:14,82.440193,-4.968788,1005,-0.6875,9.0,298.0,0
2025-08-27T07:00:15,82.436485,-4.929578,1005,-1.8125,9.0,301.0,0
2025-08-27T09:00:15,82.432594,-4.855995,1006,1.3750,9.0,297.0,0
2025-08-27T14:31:39,82.396378,-4.615915,1006,2.6250,9.0,297.0,0
2025-08-27T16:00:15,82.384628,-4.580841,1006,1.6875,9.0,299.0,0
2025-08-27T18:00:14,82.370644,-4.574191,1006,0.9375,9.0,300.0,0
2025-08-27T20:00:15,82.359894,-4.563068,1006,-0.3750,9.0,300.0,0
2025-08-27T22:00:15,82.347298,-4.528378,1005,-1.5625,9.0,299.0,0
2025-08-28T00:00:15,82.333244,-4.479971,1005,-1.8125,9.0,300.0,0
2025-08-28T02:00:14,82.316467,-4.436026,1004,-1.8750,9.0,303.0,0
2025-08-28T04:00:15,82.302673,-4.433775,1003,-1.4375,9.0,299.0,0
2025-08-28T06:00:15,82.292130,-4.441270,1003,-0.6875,9.0,301.0,0
2025-08-28T08:00:15,82.285622,-4.438388,1002,-0.6250,9.0,297.0,0
2025-08-28T10:00:14,82.278465,-4.415703,1002,-0.1875,9.0,297.0,0
2025-08-28T12:00:15,82.271935,-4.375270,1001,0.1875,9.0,299.0,0
2025-08-28T14:00:15,82.262337,-4.321051,1000,0.3750,9.0,298.0,0
2025-08-28T16:00:14,82.253090,-4.285016,999,0.3750,8.0,299.0,0
2025-08-28T18:00:15,82.251656,-4.277003,999,0.3125,9.0,307.0,0
2025-08-28T20:00:15,82.254684,-4.261905,998,0.3125,9.0,307.0,0
2025-08-28T22:00:14,82.258484,-4.227953,997,-0.0625,8.0,300.0,0
2025-08-29T00:00:15,82.258385,-4.192475,996,-0.0625,9.0,298.0,0
2025-08-29T02:00:15,82.255882,-4.170395,995,0.0000,9.0,308.0,0
2025-08-29T04:00:14,82.253906,-4.155218,995,0.0000,9.0,313.0,0
2025-08-29T06:00:15,82.251984,-4.134425,995,0.0625,9.0,306.0,0
2025-08-29T08:00:15,82.249443,-4.084783,995,0.1875,9.0,301.0,0
2025-08-29T10:00:14,82.244385,-4.003835,997,0.3750,9.0,304.0,0
2025-08-29T12:00:15,82.236687,-3.927308,998,0.2500,9.0,301.0,0
2025-08-29T14:00:15,82.227867,-3.867235,1001,0.4375,8.0,298.0,0
2025-08-29T16:00:14,82.221947,-3.825298,1003,0.3750,9.0,302.0,0
2025-08-29T18:00:15,82.219788,-3.806623,1005,0.4375,9.0,299.0,0
2025-08-29T20:00:15,82.221420,-3.789473,1006,0.2500,9.0,296.0,0
2025-08-29T22:00:14,82.225647,-3.746838,1008,-0.6875,9.0,299.0,0
2025-08-30T00:00:15,82.227554,-3.670691,1009,-0.5625,9.0,296.0,0
2025-08-30T02:00:15,82.227196,-3.600251,1010,-0.6250,9.0,300.0,0
2025-08-30T04:00:15,82.228775,-3.544893,1011,-2.1875,9.0,300.0,0
2025-08-30T06:00:14,82.235222,-3.519121,1012,-2.3125,9.0,301.0,0
2025-08-30T08:00:15,82.248695,-3.479926,1013,-2.0625,9.0,302.0,0
2025-08-30T10:00:15,82.259979,-3.397133,1013,-1.3750,9.0,305.0,0
2025-08-30T12:00:15,82.266129,-3.301005,1014,-1.1875,9.0,299.0,0
2025-08-30T14:00:14,82.269783,-3.225525,1013,-1.0625,9.0,302.0,0
2025-08-30T16:00:15,82.274254,-3.185683,1013,-0.8125,9.0,302.0,0
2025-08-30T18:00:15,82.282112,-3.158960,1012,-0.4375,9.0,302.0,0
2025-08-30T20:00:15,82.302094,-3.094755,1012,-0.5000,9.0,313.0,0
2025-08-30T22:00:14,82.322014,-2.990558,1012,-0.1875,9.0,318.0,0
2025-08-31T00:00:15,82.327301,-2.853021,1013,-0.2500,9.0,316.0,0
2025-08-31T02:00:15,82.325981,-2.773943,1013,0.0625,9.0,306.0,0
2025-08-31T04:00:14,82.330025,-2.729020,1013,0.0625,9.0,319.0,0
2025-08-31T06:00:15,82.343781,-2.678056,1013,0.1875,8.0,313.0,0
2025-08-31T08:00:15,82.368942,-2.575505,1013,0.3125,9.0,316.0,0
2025-08-31T10:00:14,82.386482,-2.406746,1014,1.1875,9.0,312.0,0
2025-08-31T12:00:15,82.388870,-2.247260,1015,1.2500,9.0,318.0,0
2025-08-31T14:00:15,82.384361,-2.168356,1015,1.3750,9.0,312.0,0
2025-08-31T16:00:14,82.384811,-2.171561,1015,1.4375,9.0,313.0,0
2025-08-31T18:00:15,82.394302,-2.169785,1015,0.5625,9.0,303.0,0
2025-08-31T20:00:15,82.410973,-2.102938,1015,-0.0625,9.0,304.0,0
2025-08-31T22:00:14,82.423187,-1.963795,1014,-0.6250,9.0,305.0,0
2025-09-01T00:00:15,82.423424,-1.816506,1015,-0.5000,9.0,307.0,0
2025-09-01T02:00:15,82.418564,-1.738140,1014,-0.8125,9.0,307.0,0
2025-09-01T04:00:14,82.418839,-1.729050,1013,-0.8750,9.0,308.0,0
2025-09-01T06:00:15,82.428322,-1.743136,1012,-0.5625,9.0,318.0,0
2025-09-01T08:00:15,82.444374,-1.714115,1012,-0.3125,9.0,313.0,0
2025-09-01T10:00:14,82.458527,-1.612503,1012,0.5000,9.0,317.0,0
2025-09-01T12:00:15,82.459801,-1.469325,1012,0.7500,9.0,311.0,0
2025-09-01T14:00:15,82.451691,-1.391495,1012,0.9375,9.0,297.0,0
2025-09-01T16:00:14,82.447311,-1.377260,1012,0.6250,9.0,301.0,0
2025-09-01T18:00:15,82.452477,-1.377596,1012,0.0625,9.0,305.0,0
2025-09-01T20:00:15,82.465179,-1.333401,1012,-0.6250,9.0,304.0,0
2025-09-01T22:00:14,82.474663,-1.223668,1012,-1.2500,9.0,303.0,0
2025-09-02T00:00:15,82.474693,-1.089193,1012,-1.3750,9.0,303.0,0
2025-09-02T02:00:15,82.467606,-0.992715,1012,-1.1250,9.0,308.0,0
2025-09-02T04:00:15,82.460732,-0.961505,1011,-1.0625,9.0,301.0,0
2025-09-02T06:00:14,82.464012,-0.962355,1011,-0.9375,9.0,305.0,0
2025-09-02T08:00:15,82.477715,-0.915228,1011,-0.5625,9.0,304.0,0
2025-09-02T10:00:15,82.489578,-0.786938,1011,0.2500,8.0,305.0,0
2025-09-02T12:00:14,82.492538,-0.640593,1010,0.6875,8.0,304.0,0
2025-09-02T14:00:15,82.488174,-0.536306,1010,0.9375,8.0,305.0,0
2025-09-02T16:00:15,82.483658,-0.488623,1010,0.8125,8.0,303.0,0
2025-09-02T18:00:14,82.487907,-0.475783,1009,0.5625,8.0,307.0,0
2025-09-02T20:00:15,82.500938,-0.424938,1009,0.2500,8.0,309.0,0
2025-09-02T22:00:15,82.513756,-0.308840,1009,0.0625,8.0,305.0,0
2025-09-03T00:00:15,82.518959,-0.154053,1009,-0.0625,8.0,307.0,0
2025-09-03T02:00:14,82.514336,-0.040105,1009,-0.0625,8.0,309.0,0
2025-09-03T04:00:15,82.509514,-0.004173,1009,0.0000,8.0,307.0,0
2025-09-03T06:00:15,82.513336,0.008138,1009,0.0625,8.0,301.0,0
2025-09-03T08:00:14,82.524414,0.056373,1009,0.4375,8.0,298.0,0
2025-09-03T10:00:15,82.535156,0.147996,1010,1.0000,8.0,301.0,0
2025-09-03T12:00:15,82.540970,0.253328,1010,0.8750,8.0,300.0,0
2025-09-03T14:00:14,82.538460,0.338330,1010,1.0000,8.0,304.0,0
2025-09-03T16:00:15,82.533134,0.370503,1010,1.0625,8.0,308.0,0
2025-09-03T18:00:15,82.533394,0.364035,1010,0.6875,9.0,308.0,0
2025-09-03T20:00:14,82.540024,0.383033,1010,0.2500,8.0,311.0,0
2025-09-03T22:00:15,82.546516,0.457936,1010,0.0000,8.0,314.0,0
2025-09-04T00:00:15,82.546158,0.571951,1010,-0.1250,8.0,306.0,0
2025-09-04T02:00:14,82.541298,0.648865,1010,-0.1875,8.0,310.0,0
2025-09-04T04:00:15,82.536072,0.676115,1010,-0.1875,9.0,320.0,0
2025-09-04T06:00:15,82.535408,0.682381,1011,-0.1875,8.0,315.0,0
2025-09-04T08:00:14,82.541435,0.705446,1011,0.3750,8.0,313.0,0
